invoice_id,invoice_date,customer_id,domestic_sale,item_types_purchased,total_quantity,total_price
490258,12/4/09 12:31,15999.0,True,1,24,20.4
490266,12/4/09 12:33,15109.0,True,8,50,231.2
490272,12/4/09 12:36,14680.0,True,59,273,521.38
490277,12/4/09 12:37,18092.0,True,10,600,1077.6
490279,12/4/09 12:37,16891.0,True,83,164,317.83
490281,12/4/09 12:37,13481.0,True,16,148,311.2
490282,12/4/09 12:41,13807.0,True,7,43,107.95
490284,12/4/09 12:54,14979.0,True,53,213,439.46
490285,12/4/09 12:59,16656.0,True,7,210,373.74
490286,12/4/09 12:59,14527.0,True,53,147,762.1
490287,12/4/09 13:00,16746.0,True,14,218,367.1
490288,12/4/09 13:00,17157.0,True,3,112,332.16
490289,12/4/09 13:01,15309.0,True,20,143,273.75
490290,12/4/09 13:21,16325.0,True,10,85,164.03
490291,12/4/09 13:22,16541.0,True,38,173,424.03
490292,12/4/09 13:23,16723.0,True,62,157,460.55
490293,12/4/09 13:31,16699.0,True,14,130,137.4
490294,12/4/09 13:41,16710.0,True,61,298,378.96
490295,12/4/09 13:47,12510.0,False,17,504,435.88
490297,12/4/09 13:59,13162.0,True,14,328,694.2
490298,12/4/09 14:13,15382.0,True,40,954,1523.2
490299,12/4/09 14:14,13680.0,True,44,193,621.22
490300,12/4/09 14:19,12970.0,True,95,189,260.64
490301,12/4/09 14:24,15311.0,True,9,93,345.27
490302,12/4/09 14:29,17841.0,True,69,128,303.62
490303,12/4/09 14:33,17935.0,True,7,55,106.25
490304,12/4/09 14:35,17593.0,True,46,339,843.01
490305,12/4/09 14:37,17243.0,True,33,289,726.57
490308,12/4/09 14:52,12835.0,True,16,85,194.53
490310,12/4/09 14:56,17151.0,True,4,42,231.90000000000003
490311,12/4/09 15:11,16451.0,True,22,201,307.65000000000003
490312,12/4/09 15:16,17961.0,True,61,352,326.13
490313,12/4/09 15:18,17127.0,True,6,49,137.95
490320,12/4/09 15:26,13694.0,True,9,1327,867.89
490323,12/4/09 15:27,14087.0,True,65,201,236.69
490324,12/4/09 15:27,13694.0,True,2,320,672.0
490326,12/4/09 15:28,13733.0,True,10,62,149.10000000000002
490327,12/4/09 15:29,13694.0,True,2,600,990.0
490331,12/4/09 15:30,18181.0,True,59,115,298.99
490340,12/4/09 15:40,13174.0,True,47,363,630.39
490341,12/4/09 15:41,13329.0,True,19,270,334.65
490342,12/4/09 15:43,17421.0,True,4,96,130.8
490344,12/4/09 15:53,,True,1,1,18.0
490345,12/4/09 16:11,,True,3,4,6.7
490346,12/4/09 16:12,16351.0,True,16,156,216.6
490347,12/4/09 16:13,15684.0,True,8,68,109.4
490349,12/4/09 16:23,17884.0,True,3,9,32.25
490351,12/4/09 16:26,,True,4,5,24.15
490352,12/4/09 16:27,,True,4,4,11.8
490353,12/4/09 16:37,15514.0,True,44,445,532.28
490354,12/4/09 16:39,,True,1,-23,0.0
490355,12/4/09 16:39,13093.0,True,4,287,538.1099999999999
490356,12/4/09 16:45,17884.0,True,9,103,117.13000000000001
490359,12/4/09 16:52,18225.0,True,1,10,59.5
490360,12/4/09 16:52,13679.0,True,21,34,126.8
490361,12/4/09 17:18,,True,14,22,48.05
490362,12/4/09 17:31,12748.0,True,37,203,220.9
490363,12/5/09 10:11,13199.0,True,1,192,138.24
490364,12/5/09 10:25,13487.0,True,6,25,103.95
490365,12/5/09 10:27,17018.0,True,5,120,351.6
490366,12/5/09 10:31,18071.0,True,14,147,227.25
490367,12/5/09 10:44,16593.0,True,2,8,79.6
490368,12/5/09 10:58,14238.0,True,2,18,159.1
490369,12/5/09 11:19,15223.0,True,4,44,230.2
490370,12/5/09 12:01,17593.0,True,26,177,452.95
490371,12/5/09 12:02,13021.0,True,14,185,233.70999999999998
490372,12/5/09 12:13,17115.0,True,15,95,434.15
490373,12/5/09 12:28,17850.0,True,18,146,502.54
490374,12/5/09 12:36,14239.0,True,9,65,136.75
490375,12/5/09 12:42,13999.0,True,20,185,350.55
490376,12/5/09 13:12,13958.0,True,24,389,796.5500000000001
490377,12/5/09 13:13,13958.0,True,1,12,15.0
490378,12/5/09 13:17,13641.0,True,15,134,224.1
490379,12/5/09 13:26,,True,1,-44,0.0
490380,12/5/09 13:26,17850.0,True,18,142,478.74
490381,12/5/09 13:29,15420.0,True,7,141,97.11
